Lipid,C3L-00365,C3L-00674,C3L-00677,C3L-01043,C3L-01045,C3L-01048,C3L-01049,C3L-01149,C3L-01157,C3L-01839,C3L-01887,C3L-02041,C3L-02465,C3L-02504,C3L-02542,C3L-02642,C3L-02704,C3L-02705,C3L-02707,C3L-02708,C3L-02900,C3L-02970,C3L-02984,C3L-03266,C3L-03407,C3L-03681,C3L-03727,C3L-03728,C3L-03748,C3L-03968,C3L-04084,C3N-00661,C3N-00662,C3N-00663,C3N-00665,C3N-01192,C3N-01196,C3N-01334,C3N-01364,C3N-01366,C3N-01368,C3N-01369,C3N-01505,C3N-01515,C3N-01517,C3N-01518,C3N-01798,C3N-01814,C3N-01815,C3N-01816,C3N-01817,C3N-01818,C3N-01850,C3N-01852,C3N-01856,C3N-02181,C3N-02183,C3N-02185,C3N-02186,C3N-02188,C3N-02190,C3N-02255,C3N-02256,C3N-02769,C3N-02770,C3N-02782,C3N-02783,C3N-02784,C3N-02785,C3N-02786,C3N-02788,C3N-03070,C3N-03088,C3N-03180,C3N-03182,C3N-03183,C3N-03184,C3N-03186,C3N-03187,C3N-03188,PT-NPJ7,PT-P44H,PT-Q2AG,PT-R55F,PT-RN5K,PT-UTHO,PT-WVLH
DG(18:0/20:3/0:0)_A,20.118,17.916,19.152,18.844,19.100,19.113,19.112,17.598,17.938,17.276,17.804,19.545,20.861,18.214,18.800,19.966,19.379,18.439,18.998,18.761,19.039,18.522,18.421,17.668,18.588,17.878,19.815,19.760,19.970,17.087,18.749,19.299,17.992,18.749,18.955,20.296,19.222,19.320,18.656,19.509,18.927,17.547,19.246,18.002,19.783,18.999,18.220,18.188,19.568,19.743,18.300,19.219,18.030,20.606,19.719,18.299,18.578,17.924,18.614,19.526,19.283,19.122,18.076,19.515,17.710,20.453,19.548,20.765,18.818,17.978,18.102,18.428,17.959,16.917,18.525,18.798,19.351,18.485,18.691,18.456,18.201,18.560,19.832,18.847,19.745,19.146,18.775
DG(18:0/20:3/0:0)_B,18.136,14.602,15.961,17.601,15.108,16.783,16.621,15.601,15.709,15.113,16.228,17.814,19.038,17.818,17.779,18.493,18.129,16.599,15.711,15.689,20.005,17.334,19.990,15.965,16.933,15.615,17.107,15.954,17.790,16.034,17.292,15.893,16.058,16.834,15.511,18.164,18.086,16.661,16.265,17.138,19.242,14.758,15.644,15.525,14.833,17.544,15.712,17.130,16.113,14.605,14.683,17.043,17.115,18.883,16.566,16.546,14.479,16.614,16.495,16.800,16.140,19.710,18.729,15.909,14.529,16.795,16.930,17.551,16.747,14.724,15.486,16.309,15.386,13.830,13.179,17.418,17.509,14.829,16.211,14.228,14.390,17.386,17.367,17.651,18.403,17.388,17.250
DG(18:0/20:4/0:0),21.869,20.442,22.026,21.634,20.879,21.500,20.512,21.244,20.540,19.694,21.136,22.208,22.082,22.326,21.769,22.263,22.101,21.379,21.826,20.707,22.563,21.304,22.055,19.558,19.872,19.740,22.323,21.693,21.386,20.060,21.514,21.507,20.757,21.394,19.307,21.575,20.860,21.835,20.756,19.907,21.791,19.799,20.613,19.720,22.205,21.014,21.032,21.559,21.598,20.498,20.577,20.968,21.687,22.215,21.200,21.081,20.010,20.483,20.009,21.771,20.762,22.014,22.034,20.899,20.653,21.126,21.951,21.398,21.799,20.017,20.415,22.498,19.575,18.764,19.758,21.058,21.690,20.767,21.533,21.096,20.478,20.799,21.526,20.834,21.575,20.983,20.753
DG(18:0/22:4/0:0),18.173,16.880,17.851,17.885,16.967,18.172,18.244,19.309,17.100,16.468,18.246,18.578,18.447,17.991,18.143,18.095,17.844,16.671,16.469,17.466,18.342,17.517,17.367,16.035,16.940,15.016,18.184,17.982,17.728,17.664,17.267,17.563,17.119,18.526,16.307,17.750,17.445,17.302,16.735,17.151,16.084,17.790,17.768,16.324,16.979,17.963,17.205,17.706,17.703,17.144,17.824,17.424,18.181,17.359,19.294,17.600,17.220,16.669,16.782,17.196,16.607,18.382,18.121,18.279,16.809,16.949,18.079,18.072,17.782,16.983,17.654,17.962,17.197,16.984,17.449,18.234,16.891,17.391,17.721,17.311,17.427,18.680,19.186,18.774,19.920,19.660,19.005
DG(18:1/0:0/18:1),18.237,17.025,18.119,19.193,18.845,19.221,18.617,18.811,17.388,16.769,17.937,17.985,19.768,17.958,18.415,17.683,19.023,17.924,17.702,18.244,18.117,17.359,17.742,16.745,17.132,17.596,18.967,17.641,18.455,17.865,18.237,18.832,17.953,18.890,18.624,18.790,19.281,18.888,19.174,18.550,18.720,18.121,19.346,18.437,19.293,18.576,18.499,17.497,17.808,19.366,17.240,17.687,17.822,19.374,19.717,18.732,16.934,17.649,16.642,18.268,17.904,18.548,18.328,18.149,16.984,19.312,18.588,18.244,18.449,18.500,17.962,19.065,16.942,16.188,18.969,17.329,18.574,18.002,16.763,16.883,18.073,18.428,18.511,18.657,19.120,18.410,18.736
DG(18:1/18:2/0:0),17.594,17.041,17.712,19.128,19.333,18.226,19.344,18.043,16.318,16.393,16.993,17.802,18.467,16.753,17.549,17.125,17.555,17.756,17.467,18.552,16.980,16.847,16.592,16.066,16.568,17.869,18.288,17.496,17.416,18.001,17.722,17.954,17.022,18.060,18.162,17.674,17.248,18.348,18.973,17.469,17.641,18.304,18.883,18.363,19.868,18.145,18.226,17.033,17.436,19.215,16.926,17.287,16.314,18.076,18.990,19.465,17.763,16.905,16.405,18.029,18.302,16.827,16.766,18.231,17.261,19.335,17.741,18.147,18.042,19.216,18.626,20.221,16.832,16.407,19.183,17.379,19.029,18.366,17.616,17.148,17.658,16.620,16.528,15.333,17.093,16.490,15.872
DG(18:1/26:1),11.631,15.019,12.198,NA,11.702,NA,12.055,NA,15.306,16.204,15.996,NA,NA,NA,NA,13.404,12.372,15.065,14.007,12.102,11.586,15.110,15.496,14.109,14.726,14.172,NA,15.698,12.274,15.493,12.619,12.797,12.056,13.535,13.040,14.013,12.690,14.098,12.856,12.953,13.068,15.520,12.536,12.891,11.597,13.010,13.882,13.487,15.618,11.215,15.929,13.895,16.634,13.397,13.334,13.272,15.174,13.974,15.909,12.057,14.735,14.217,14.430,13.274,13.918,12.472,14.950,13.298,12.378,12.127,12.987,NA,16.852,16.135,12.733,NA,13.176,15.529,14.541,15.028,16.303,17.559,18.058,18.730,18.538,18.526,18.570
HexCer(d18:1/18:0),19.193,21.553,20.626,19.404,18.140,18.385,17.935,21.283,21.363,23.054,23.415,18.918,19.081,20.216,20.191,20.019,20.736,22.558,20.852,17.810,19.366,20.545,23.728,22.225,22.354,22.835,19.963,23.232,18.675,22.747,20.616,19.764,20.365,19.596,17.765,20.148,20.267,20.615,17.127,18.978,20.254,21.141,20.129,18.412,19.177,20.116,21.409,20.674,22.300,17.451,22.522,21.226,22.560,19.539,18.969,20.246,23.231,21.099,22.945,20.643,22.381,21.033,21.788,18.908,20.674,19.283,21.684,20.039,19.264,17.263,19.516,19.354,23.331,22.752,17.729,19.195,19.910,20.905,22.204,22.146,22.094,22.966,23.009,23.153,23.572,23.615,23.300
HexCer(d18:1/18:1),NA,14.321,NA,NA,NA,NA,NA,NA,13.823,16.755,16.632,NA,NA,NA,NA,12.109,NA,15.055,12.692,NA,NA,12.138,16.102,15.040,14.656,15.104,NA,15.024,NA,16.677,12.154,10.966,NA,11.421,NA,10.626,NA,12.117,NA,NA,NA,12.797,12.472,NA,NA,NA,13.670,11.770,14.856,NA,15.885,13.989,15.582,NA,NA,NA,15.732,14.294,15.889,NA,15.306,13.030,13.780,NA,12.706,NA,14.285,11.337,NA,NA,11.614,NA,16.540,15.141,NA,NA,12.472,13.857,14.554,14.857,16.169,17.088,17.191,17.274,17.184,17.218,17.209
HexCer(d18:1/22:1),17.374,21.110,20.767,18.467,18.708,NA,16.497,18.258,21.791,21.800,22.779,17.768,16.999,18.109,18.570,20.764,18.334,21.770,21.604,14.644,18.321,21.269,22.705,21.485,20.788,20.929,16.585,21.935,16.666,20.904,20.567,20.033,19.029,19.772,14.630,20.095,17.012,20.410,15.132,17.777,17.295,21.421,20.066,18.181,18.167,20.499,21.907,21.129,20.656,14.823,22.233,22.110,22.613,18.309,14.324,20.192,22.307,21.602,20.633,15.274,21.434,21.937,22.730,19.957,21.587,19.069,22.431,19.823,20.125,15.031,20.248,19.378,21.282,20.717,18.410,20.130,20.857,21.411,22.756,22.171,22.942,23.348,23.083,22.783,22.718,23.017,23.528
HexCer(d18:1/23:0),17.453,20.702,19.494,17.907,17.827,14.599,17.249,17.529,21.273,22.103,22.794,18.714,16.770,18.393,18.680,19.545,18.362,21.854,20.816,16.695,17.842,20.412,22.629,21.394,20.883,21.348,16.955,22.293,18.145,21.737,19.302,19.052,18.326,19.000,17.298,19.397,17.208,19.232,16.342,18.330,17.757,20.751,19.698,17.411,17.999,19.590,21.068,19.715,21.553,16.046,22.150,20.712,22.279,17.780,14.938,19.278,22.509,20.566,22.081,17.725,21.368,20.214,21.069,18.583,20.155,18.883,20.924,19.551,18.923,16.684,19.264,17.998,22.283,22.171,18.671,19.288,20.125,20.505,21.858,21.813,21.847,22.561,22.633,22.852,23.474,23.155,22.629
HexCer(d18:1/23:1),NA,17.405,14.208,13.393,12.402,NA,NA,NA,17.743,19.870,20.485,NA,NA,NA,NA,15.403,NA,18.352,17.117,NA,12.774,16.616,19.132,18.727,17.435,17.737,NA,18.591,NA,18.818,15.837,15.489,NA,14.918,NA,14.985,NA,15.714,NA,NA,13.038,17.267,15.725,13.471,12.936,15.714,17.533,15.488,18.171,NA,19.326,17.429,19.254,13.600,NA,14.903,18.984,17.349,19.294,NA,18.174,16.886,18.123,14.303,16.878,14.599,17.621,14.910,14.141,NA,15.225,NA,19.876,18.738,13.202,14.002,16.402,17.469,18.787,18.612,19.763,20.617,20.398,20.606,20.757,20.443,20.809
HexCer(d18:1/24:0),19.300,22.266,21.241,19.817,19.731,18.128,19.371,20.412,22.660,23.520,24.418,21.098,20.086,19.769,20.055,21.335,20.308,23.286,22.413,19.740,20.332,22.240,24.493,23.115,22.866,23.333,20.037,24.065,19.549,23.259,20.927,21.118,19.973,20.924,19.699,21.245,19.905,21.205,19.774,20.451,19.796,22.525,21.291,19.695,20.810,21.450,22.641,21.219,23.210,19.092,23.550,22.427,23.715,20.012,18.240,21.302,24.095,22.065,23.657,20.158,23.133,21.962,22.478,19.705,21.632,20.603,22.846,21.539,20.656,19.127,21.198,19.863,23.638,23.522,20.692,20.880,21.755,21.911,23.489,23.339,23.348,24.061,24.153,24.130,24.786,24.691,24.133
HexCer(d18:1/24:1)_A,20.072,23.530,21.553,20.650,19.861,17.224,19.586,21.041,24.166,25.386,26.013,20.581,20.943,20.128,19.988,22.618,21.240,24.638,23.699,19.322,20.610,23.062,25.367,24.482,24.007,24.416,20.126,24.871,19.575,24.399,21.944,22.013,20.228,21.551,19.320,22.240,20.314,22.789,20.531,20.418,20.392,23.610,22.374,20.550,20.619,22.543,23.767,22.331,24.509,19.475,24.784,24.131,24.975,20.644,17.970,22.135,24.937,23.460,24.834,19.961,24.294,23.274,24.046,20.783,23.138,21.646,24.472,22.234,21.590,18.916,21.889,19.707,24.983,24.603,21.355,20.660,23.018,23.363,24.611,24.744,25.042,25.631,25.666,25.907,26.528,26.189,25.903
HexCer(d18:1/24:1)_B,20.385,23.168,22.833,21.209,20.718,14.979,19.529,20.360,24.078,24.711,24.965,19.824,20.169,20.148,19.851,23.240,21.506,24.573,24.202,17.774,21.305,23.556,25.396,24.305,23.888,23.951,19.187,24.599,19.647,24.189,22.831,22.781,20.345,22.699,17.977,22.818,19.899,23.145,18.667,20.856,20.232,23.765,22.650,21.015,20.742,23.438,24.258,23.498,23.519,17.824,24.936,24.483,25.002,21.328,15.961,22.878,25.099,23.720,22.968,17.659,24.071,23.869,24.707,22.108,23.797,22.301,24.862,23.001,22.755,18.345,23.015,20.584,23.365,23.398,21.663,22.159,23.556,23.712,25.102,24.959,25.540,25.570,25.281,23.917,24.865,25.795,25.718
HexCer(d18:1/24:1)_C,13.893,18.112,14.878,14.073,NA,NA,NA,13.251,18.824,20.682,21.344,NA,NA,NA,NA,16.353,14.345,19.330,18.373,NA,14.015,17.593,20.811,19.558,18.574,18.679,NA,19.639,NA,19.809,16.387,15.758,NA,15.947,NA,15.693,NA,16.415,NA,13.439,13.299,17.879,15.906,14.135,NA,16.512,18.336,16.494,19.298,NA,20.109,18.199,20.201,13.791,NA,15.822,20.237,17.937,20.209,NA,18.997,17.474,18.738,15.766,17.609,15.498,18.655,16.576,15.271,NA,15.624,NA,20.421,19.550,14.100,14.219,17.354,18.275,19.794,19.364,20.488,21.220,21.080,21.396,21.757,21.600,21.528
HexCer(d18:1/26:0),15.571,19.683,18.032,15.749,15.049,12.871,15.318,14.963,20.524,20.823,21.617,15.958,15.703,14.754,14.931,18.813,16.599,20.826,20.118,15.176,16.173,19.904,22.906,20.462,20.571,21.621,15.419,21.629,15.088,20.367,18.097,17.875,15.325,18.044,14.401,18.665,14.690,18.533,14.990,16.136,16.072,19.523,18.067,15.766,15.828,18.579,19.813,17.996,20.589,14.383,21.023,19.322,21.331,16.740,13.110,17.931,21.486,19.459,21.491,15.044,20.592,19.136,19.401,16.064,18.781,16.915,20.288,18.670,17.305,13.881,18.512,15.352,21.321,20.932,16.389,16.725,18.863,19.417,20.985,20.999,20.919,21.527,21.689,21.637,22.199,22.453,21.566
HexCer(d18:1/26:1)_A,17.624,21.678,20.048,18.084,17.184,12.462,16.658,17.516,22.542,23.261,24.285,15.615,17.154,16.677,16.316,21.142,18.514,22.741,22.130,15.031,17.634,21.574,24.257,22.490,22.772,23.188,15.946,23.353,16.221,22.036,20.492,19.890,16.794,19.804,15.453,20.737,17.165,20.613,16.801,17.331,18.115,21.892,19.951,17.866,17.104,20.706,22.069,20.251,22.718,15.602,23.074,22.037,23.456,18.818,13.638,20.068,22.735,21.648,23.201,15.430,22.481,21.438,22.071,18.902,21.223,19.438,22.687,20.199,19.319,14.813,20.073,15.935,23.390,22.725,18.480,17.841,20.960,21.638,22.929,23.299,23.278,24.085,23.988,24.108,24.508,24.380,24.053
HexCer(d18:1/26:1)_B,16.893,20.752,19.525,17.291,16.839,11.467,15.380,15.942,21.481,21.890,22.097,14.818,16.605,15.909,15.848,20.498,17.503,21.928,21.424,14.429,17.091,21.120,23.412,21.285,21.134,21.461,15.197,21.836,15.906,21.038,20.090,19.233,16.100,19.556,14.069,19.953,15.672,20.166,14.924,16.973,17.182,20.660,19.314,17.594,17.240,20.114,21.199,19.851,20.585,13.675,22.187,21.311,22.672,18.403,12.554,19.155,22.429,21.132,20.635,14.714,21.191,21.365,21.825,18.908,21.028,18.497,22.299,19.816,19.350,14.628,19.986,16.227,20.711,20.593,17.940,17.896,20.306,21.098,22.446,22.099,22.957,23.092,22.684,21.338,22.332,23.698,23.334
LacCer(d18:1/24:1),19.262,18.620,19.410,20.745,19.341,19.414,19.696,18.834,17.711,18.417,19.736,20.791,19.792,20.050,19.029,18.390,18.113,18.595,18.569,19.176,21.529,18.402,18.464,18.342,17.455,18.460,20.186,19.141,18.848,18.315,18.341,20.090,18.797,20.374,20.666,19.340,18.518,19.433,18.064,18.016,18.535,19.773,19.001,20.514,21.712,19.706,18.395,18.066,17.470,17.462,18.637,18.905,19.562,19.187,21.987,21.595,19.024,18.344,18.624,19.511,19.124,18.050,19.387,20.071,17.974,18.647,19.571,18.536,18.950,21.036,18.813,20.400,18.575,18.192,19.329,19.218,18.443,18.875,19.000,19.064,19.798,20.102,19.374,19.664,20.327,19.750,19.223
PC(0:0/14:0)_A,16.921,14.120,15.271,12.312,16.398,14.559,15.165,13.258,13.406,13.087,13.394,16.160,14.774,15.986,15.960,13.549,15.204,13.821,15.515,16.521,15.437,14.483,12.348,14.174,13.359,13.886,15.070,14.637,15.259,14.430,14.675,14.194,15.954,15.057,15.332,14.656,15.583,13.995,16.270,16.767,15.233,15.432,14.849,16.016,16.225,14.580,13.942,16.009,12.888,15.211,13.637,12.404,12.865,15.608,16.607,15.659,13.147,13.238,12.687,14.601,14.084,14.660,14.985,14.717,14.990,16.596,15.512,12.935,15.834,16.507,13.702,15.853,13.304,12.935,15.779,16.772,15.315,13.806,13.335,13.509,15.246,16.209,16.902,16.378,15.980,16.365,16.899
PC(0:0/14:0)_B,15.983,16.850,15.239,15.384,17.295,16.062,14.865,16.744,15.972,15.403,15.707,17.898,16.005,15.756,16.671,15.853,16.128,16.030,16.068,16.911,17.049,16.562,15.697,15.944,16.383,15.734,15.877,16.970,15.668,16.915,15.773,15.272,16.180,15.742,15.630,16.383,15.369,15.263,17.290,16.489,15.746,15.506,16.401,15.379,15.832,16.308,15.568,16.622,15.206,16.622,16.344,15.075,15.692,16.334,17.118,15.963,15.794,16.571,15.539,15.483,15.716,15.092,16.012,14.932,16.246,15.334,17.060,14.234,16.235,14.716,15.831,16.830,16.166,15.531,15.384,17.399,15.500,16.100,16.239,15.378,15.851,16.958,17.505,17.823,17.092,17.403,17.979
PC(0:0/16:0)_A,21.687,19.682,20.159,19.442,20.845,19.906,20.215,20.754,19.849,19.610,19.045,20.583,20.009,20.718,21.036,19.695,20.492,19.830,20.444,20.833,20.944,19.455,21.162,19.236,19.577,19.434,20.389,19.543,20.277,NA,19.415,19.674,20.288,20.365,NA,19.697,20.233,19.374,20.829,20.701,19.994,20.481,19.944,20.476,21.512,20.831,20.423,20.839,18.989,20.467,19.676,18.825,19.658,20.277,21.383,20.765,NA,NA,18.896,20.894,19.397,20.296,20.253,20.039,20.413,20.751,21.101,NA,20.681,21.112,19.888,21.304,19.980,19.688,21.154,20.023,19.913,19.792,19.905,19.165,21.923,21.591,22.477,21.767,21.723,NA,22.586
PC(0:0/16:0)_B,22.143,22.753,22.072,21.813,23.021,22.161,21.655,22.989,22.844,21.906,22.604,22.442,22.004,22.075,22.821,22.434,22.320,22.662,22.231,22.227,22.596,22.366,24.629,21.947,22.201,22.374,22.260,22.791,21.554,23.825,21.660,22.228,21.817,22.172,21.580,22.191,21.915,21.241,22.475,21.950,21.840,22.234,22.080,21.798,22.273,22.465,22.596,22.147,21.920,22.657,22.831,21.977,23.213,22.526,23.174,22.018,23.075,22.461,22.208,22.708,22.267,21.844,22.328,22.443,22.357,22.168,23.045,21.085,22.677,21.195,22.167,23.442,23.039,23.151,21.943,22.361,21.130,22.770,23.460,22.219,23.385,23.271,23.946,23.865,23.900,23.433,24.146
PC(0:0/18:0)_A,15.610,17.154,14.533,15.698,16.055,15.478,16.311,15.673,17.006,15.836,16.388,15.183,15.305,15.564,16.104,15.000,14.869,17.048,14.519,16.716,15.591,15.350,17.199,16.151,16.087,14.999,14.759,16.169,15.665,19.230,15.244,17.369,15.372,16.715,15.623,15.772,16.389,13.923,15.811,15.961,14.256,17.211,16.626,16.492,17.176,16.312,16.722,15.431,16.525,16.147,16.945,15.128,16.710,15.763,18.584,15.943,17.953,17.363,16.429,16.460,15.969,14.277,15.000,18.078,16.015,16.057,16.719,14.858,16.517,16.098,16.738,17.629,17.323,19.295,16.469,15.764,14.035,17.173,17.859,15.549,15.977,15.827,17.032,16.682,16.811,16.387,17.311
PC(0:0/18:0)_B,19.962,21.724,19.935,20.491,21.808,20.447,20.822,21.865,21.660,20.311,21.488,20.756,20.436,19.931,21.409,19.944,19.846,21.291,20.065,21.154,20.369,20.306,21.006,20.578,20.690,20.023,20.666,21.132,20.554,22.857,20.261,21.796,20.422,20.941,20.151,20.759,20.638,19.607,20.606,20.662,19.113,21.243,20.744,20.731,21.435,20.551,21.618,20.584,20.855,20.865,21.773,20.115,21.578,20.117,22.587,20.200,22.108,21.353,20.927,21.143,20.634,19.750,20.751,21.819,20.806,21.083,21.275,19.645,21.365,20.437,21.195,21.763,21.682,23.025,21.061,21.048,19.598,21.168,22.250,20.219,21.721,21.922,23.023,22.093,21.938,21.882,23.379
PC(0:0/18:1)_A,21.280,20.139,20.516,19.366,20.865,20.930,19.847,21.526,20.290,19.943,19.987,21.137,21.665,20.480,21.184,20.617,21.271,20.214,21.226,20.486,20.749,19.960,20.289,20.013,19.668,20.777,20.909,19.854,20.340,19.945,20.082,19.991,21.251,20.346,20.519,20.263,21.155,19.776,20.387,20.799,21.675,21.091,19.724,20.759,21.563,21.084,20.880,20.830,19.491,21.322,19.823,19.652,20.685,21.895,21.572,20.789,19.703,18.819,19.193,21.095,20.083,20.864,21.127,19.674,20.474,21.864,21.715,18.744,21.155,20.959,20.241,21.147,20.181,18.560,21.058,20.165,19.811,19.970,20.077,19.089,22.982,23.131,23.653,23.221,23.467,22.837,23.843
PC(0:0/18:1)_B,19.317,20.381,19.437,18.926,20.799,19.366,19.275,20.579,20.162,20.357,20.418,19.544,20.527,18.897,19.794,19.347,19.855,20.510,19.530,19.497,20.160,19.282,21.479,19.854,20.506,19.767,19.869,20.199,19.133,22.003,19.384,19.574,19.640,20.173,19.372,19.913,19.678,19.190,21.038,19.751,19.716,20.296,19.498,19.664,19.919,20.223,20.434,19.856,19.846,20.517,20.744,19.209,20.795,19.913,21.238,19.716,20.682,19.729,20.239,20.140,19.958,19.561,20.004,19.691,19.682,19.604,21.118,18.598,19.966,19.115,19.650,20.825,21.230,20.933,19.937,19.119,19.097,20.150,20.643,19.676,21.645,21.618,22.214,22.052,21.745,21.743,22.848
PC(0:0/20:4)_A,21.434,18.707,20.661,18.798,20.650,20.637,20.732,20.077,19.087,18.058,17.793,21.425,19.673,21.046,20.716,18.684,20.398,19.076,19.691,21.175,20.007,18.308,16.355,18.389,17.467,17.889,20.380,18.531,20.270,18.886,19.024,19.403,20.248,20.639,19.741,18.911,20.157,18.022,20.500,19.830,20.289,20.990,19.827,21.334,21.082,21.027,19.641,20.046,17.858,19.601,18.152,17.331,18.531,20.105,21.583,21.400,17.848,18.021,17.196,20.575,18.693,19.277,19.880,20.255,19.496,20.519,20.342,17.718,20.534,21.735,19.191,21.671,17.836,16.139,21.605,20.689,18.884,18.473,18.523,17.119,21.106,21.292,22.171,21.582,21.651,21.035,22.275
PC(0:0/20:4)_B,18.423,17.904,16.929,16.241,17.320,17.551,17.011,16.781,16.386,16.355,15.980,18.144,16.480,17.564,17.081,15.436,16.695,17.583,15.878,17.827,17.002,15.585,15.151,15.711,15.273,14.832,17.137,16.371,16.696,18.626,15.989,16.411,16.478,17.863,17.344,16.148,16.758,15.383,17.563,16.112,16.767,17.771,17.332,18.310,17.714,17.453,16.638,16.696,16.332,16.533,16.549,14.695,16.717,16.996,18.528,18.486,16.301,16.653,16.156,17.863,15.801,15.952,16.403,17.650,16.458,17.719,18.019,15.033,17.481,18.071,17.509,18.963,17.013,16.551,18.113,17.194,15.591,16.160,16.922,15.176,18.312,18.153,19.771,19.226,18.660,18.849,20.713
PC(14:0/14:0),18.562,18.274,18.517,18.474,19.776,18.322,17.705,19.794,18.617,18.927,20.398,21.485,19.088,19.214,19.622,18.185,19.082,17.345,19.508,19.660,19.853,19.687,19.226,18.440,18.592,18.886,19.256,20.442,19.156,19.357,19.279,17.969,19.245,18.413,18.142,19.947,18.097,19.298,20.566,20.624,18.634,17.669,18.683,17.251,18.450,18.080,17.793,19.590,17.629,19.753,19.824,18.324,19.116,19.225,18.665,17.307,19.147,18.964,19.224,16.935,18.335,18.932,19.354,16.171,19.308,18.784,18.597,18.066,18.516,17.130,17.514,18.519,19.221,17.333,18.468,22.639,19.512,18.868,19.194,19.977,19.508,20.473,20.479,20.078,20.828,20.674,20.323
PC(14:0/15:0),19.135,18.352,18.396,19.206,19.410,18.917,18.379,19.185,18.703,19.210,20.324,19.852,18.500,19.326,19.658,18.598,18.821,17.683,19.574,19.267,18.499,19.722,18.870,18.560,18.976,18.331,19.267,20.131,18.921,17.835,19.350,17.824,19.872,17.435,18.319,18.882,19.289,18.977,19.868,19.501,18.940,17.622,19.169,17.443,18.710,17.713,18.613,19.680,18.162,19.120,19.530,18.433,19.667,18.979,17.446,17.808,18.731,18.347,18.851,17.185,18.465,18.493,19.985,16.278,19.298,17.961,18.465,17.679,18.405,17.079,17.577,18.788,19.059,17.392,18.072,18.983,19.755,18.081,19.139,19.829,19.215,20.034,21.053,20.516,20.520,20.313,20.200
PC(14:0/16:0),24.251,23.000,24.255,23.896,24.535,23.682,22.922,25.492,23.726,24.173,25.197,25.336,24.350,24.764,24.766,23.451,24.129,22.974,24.686,24.162,24.826,24.155,24.408,23.316,23.432,23.627,24.664,24.942,23.915,23.473,24.094,23.368,23.966,23.495,23.227,24.189,23.662,24.185,24.803,24.507,23.596,22.640,23.799,22.830,24.304,23.793,23.707,24.670,22.858,24.277,24.411,24.033,24.532,24.011,23.932,23.243,24.029,23.625,23.715,23.179,23.517,24.473,24.699,22.186,24.433,23.725,24.163,23.174,23.802,22.591,23.015,24.629,24.202,22.593,23.497,25.444,24.561,23.421,24.308,24.813,24.870,25.427,25.542,25.556,25.494,25.594,25.391
PC(14:0/16:1)_A,18.540,18.453,19.489,18.293,19.302,18.003,17.257,19.144,18.606,19.131,20.687,21.260,19.619,18.433,19.127,19.697,19.096,18.286,19.700,19.523,20.206,19.213,19.986,18.073,18.480,19.573,19.555,20.383,18.796,18.721,19.714,17.671,19.174,18.293,18.204,20.574,18.149,18.791,20.881,19.748,19.005,17.199,18.554,17.762,19.051,18.607,17.937,19.450,18.047,19.255,20.101,18.746,19.517,19.332,17.461,17.335,19.519,17.987,19.746,17.157,18.585,19.178,19.371,15.827,18.550,18.566,19.653,18.239,18.560,17.198,17.815,18.460,19.455,16.820,18.346,19.676,19.461,18.627,19.013,20.116,19.983,21.411,19.963,20.381,20.567,21.054,19.970
PC(14:0/16:1)_B,18.584,18.458,19.075,18.775,19.902,18.053,18.271,19.454,18.687,18.420,20.032,21.689,21.163,18.972,19.445,19.510,20.120,17.945,20.198,19.948,20.215,19.328,18.920,18.156,18.612,19.761,19.955,19.948,19.002,19.108,20.060,18.120,20.007,18.944,19.038,19.622,18.515,19.562,20.495,20.613,19.651,16.665,19.340,18.022,19.052,18.612,18.283,19.959,18.324,20.404,19.636,18.890,18.450,19.779,18.554,17.086,19.089,18.563,19.052,17.622,18.991,19.898,20.237,16.536,19.295,19.042,19.182,19.373,18.860,17.461,17.990,18.927,19.171,16.560,18.617,18.938,20.173,19.109,18.819,20.332,19.366,20.197,19.496,19.663,19.611,19.815,19.348
PC(14:0/16:1)_C,18.356,18.074,18.935,19.514,18.907,18.515,17.504,19.680,18.465,18.211,20.000,22.171,20.597,20.459,20.081,19.746,19.720,17.390,19.796,19.417,21.817,20.240,20.015,18.307,17.825,18.893,19.445,19.152,18.612,18.410,19.566,17.239,19.352,18.604,18.250,19.281,18.852,18.263,19.379,19.807,19.459,15.672,18.926,17.475,18.320,18.797,17.555,20.266,17.312,19.790,18.903,18.563,18.900,19.488,17.938,18.263,18.185,18.776,18.685,17.369,18.514,19.615,20.953,16.575,18.679,17.724,18.721,17.897,18.357,16.505,18.106,19.055,18.153,15.558,17.041,19.901,19.860,18.705,19.127,19.360,18.622,19.935,20.090,19.988,19.721,19.342,20.006
PC(14:0/20:4),18.748,18.948,19.878,19.657,20.273,19.122,18.730,20.330,19.367,18.711,20.332,22.549,20.163,20.362,20.107,19.251,20.400,18.448,19.581,19.964,20.890,19.546,18.404,18.342,18.166,19.242,20.414,20.418,19.678,19.087,19.934,18.552,19.397,19.549,18.444,19.240,18.290,19.294,20.769,19.541,19.334,17.758,19.781,17.847,19.486,19.519,18.614,19.475,18.305,19.871,19.489,18.803,19.622,19.606,18.642,18.668,19.681,19.535,18.899,18.504,18.554,18.850,20.067,17.532,19.898,19.027,20.104,18.367,19.303,17.767,18.972,20.785,19.480,17.013,19.427,21.832,19.153,18.544,19.782,19.551,19.391,20.323,20.629,20.474,20.255,20.487,20.323
