Lipid,C3L-00365,C3L-00674,C3L-00677,C3L-01043,C3L-01045,C3L-01048,C3L-01049,C3L-01149,C3L-01157,C3L-01839,C3L-01887,C3L-02041,C3L-02465,C3L-02504,C3L-02542,C3L-02642,C3L-02704,C3L-02705,C3L-02707,C3L-02708,C3L-02900,C3L-02970,C3L-02984,C3L-03266,C3L-03407,C3L-03681,C3L-03727,C3L-03728,C3L-03748,C3L-04084,C3N-00661,C3N-00662,C3N-00663,C3N-00665,C3N-01192,C3N-01196,C3N-01334,C3N-01364,C3N-01366,C3N-01368,C3N-01369,C3N-01370,C3N-01505,C3N-01515,C3N-01517,C3N-01518,C3N-01798,C3N-01814,C3N-01815,C3N-01816,C3N-01817,C3N-01818,C3N-01850,C3N-01852,C3N-01856,C3N-02181,C3N-02183,C3N-02185,C3N-02186,C3N-02188,C3N-02190,C3N-02255,C3N-02256,C3N-02769,C3N-02770,C3N-02782,C3N-02783,C3N-02784,C3N-02785,C3N-02786,C3N-02788,C3N-03070,C3N-03088,C3N-03180,C3N-03182,C3N-03183,C3N-03184,C3N-03186,C3N-03187,C3N-03188,PT-NPJ7,PT-P44H,PT-Q2AG,PT-R55F,PT-RN5K,PT-UTHO,PT-WVLH
PG(22:6/0:0),14.083,14.111,14.915,13.617,13.899,15.233,15.411,15.162,13.017,12.728,11.162,14.845,14.009,13.946,13.673,14.207,15.450,13.669,13.775,13.540,14.879,14.051,12.662,13.352,13.780,14.102,14.528,13.176,14.631,14.360,13.911,14.910,12.917,14.005,13.819,15.111,14.374,15.202,13.693,15.732,13.651,12.820,14.840,15.615,15.195,14.352,14.851,14.573,14.181,14.712,12.395,12.244,13.213,15.103,13.499,13.748,12.887,13.807,13.740,14.382,13.435,14.568,15.037,13.781,13.965,14.969,15.614,13.834,14.988,14.644,14.089,14.684,12.734,12.482,15.429,15.285,14.208,14.195,11.632,12.968,13.998,14.435,14.927,13.312,13.620,14.091,13.687
PG(22:6/22:6),15.972,17.087,18.255,15.419,15.772,17.928,17.508,18.063,17.315,18.504,17.131,17.588,16.829,16.390,16.331,17.812,18.977,17.050,17.830,14.446,17.331,17.538,17.353,17.591,17.417,16.454,17.552,16.690,17.506,18.149,16.844,17.573,16.122,16.902,17.291,17.114,19.057,17.858,16.682,18.845,16.119,17.703,16.659,19.113,17.719,16.337,17.253,16.389,17.384,17.705,18.449,17.201,19.264,18.187,15.103,14.684,16.876,18.388,18.042,17.343,16.406,18.675,18.635,16.727,17.855,18.098,18.988,16.705,17.896,17.278,16.440,17.444,17.612,16.702,17.903,17.520,16.618,18.329,17.480,18.296,16.683,17.233,18.702,16.603,16.081,17.757,17.910
PI(16:0/0:0),15.018,15.122,16.089,14.594,14.680,16.245,15.392,15.990,14.277,12.601,11.404,16.716,14.804,15.659,16.489,15.693,15.919,14.075,15.292,15.012,16.277,15.960,12.307,13.930,13.741,16.199,15.740,13.931,14.794,14.875,15.225,15.568,13.292,14.744,15.277,15.282,14.384,15.603,15.444,16.261,13.437,13.082,15.524,15.350,15.260,15.671,14.466,15.970,14.604,16.483,12.440,13.537,13.035,16.894,14.685,15.246,13.630,13.148,12.967,15.147,15.044,14.765,15.607,14.469,15.340,15.347,14.922,14.843,15.167,15.626,15.903,15.527,13.484,13.594,16.403,17.014,15.242,14.882,12.408,13.065,13.730,14.408,16.013,15.363,14.737,15.146,15.367
PI(16:0/16:0),15.788,17.378,16.556,16.411,16.385,17.098,16.397,14.204,17.212,16.967,17.655,15.750,15.069,15.982,16.504,16.140,16.587,17.043,16.459,14.129,15.894,17.261,17.765,17.183,16.388,15.442,16.635,16.953,15.709,17.238,15.921,15.670,13.493,15.787,16.230,14.881,17.042,17.577,15.793,14.692,15.509,17.959,15.487,15.504,15.827,15.662,16.817,16.111,16.850,16.968,17.147,16.900,16.529,17.936,14.483,14.791,17.800,16.699,16.636,15.124,16.716,16.786,17.258,16.238,16.983,16.929,16.269,16.048,15.125,13.427,17.218,15.388,18.366,17.347,14.145,19.029,15.821,17.277,18.164,17.388,16.823,16.398,17.125,16.946,17.095,17.581,16.981
PI(16:0/18:1),20.518,21.223,21.454,22.242,21.026,21.602,20.448,21.725,21.742,21.994,22.427,21.320,20.717,20.976,21.560,21.745,20.541,20.537,22.039,20.119,21.254,21.055,21.161,20.694,20.870,20.804,21.469,21.723,20.407,21.706,20.735,21.393,19.485,20.335,21.253,19.717,21.809,20.684,19.710,20.718,19.570,22.574,20.887,20.503,21.208,20.107,21.758,21.473,20.804,20.819,22.225,21.644,22.636,21.233,19.346,19.198,20.628,21.376,21.183,20.488,20.547,22.098,22.196,20.720,22.160,20.956,21.225,20.141,21.569,19.811,21.478,21.487,21.297,20.915,19.458,19.860,22.162,21.678,22.566,22.137,22.609,22.770,22.804,22.110,22.234,22.054,22.540
PI(16:0/18:2),16.453,17.194,17.367,17.072,18.116,17.416,18.064,16.438,17.082,16.665,17.258,16.677,16.461,16.338,16.916,17.258,16.994,16.430,17.138,16.595,17.014,16.397,18.109,16.804,17.097,17.318,17.373,17.953,16.569,17.125,16.641,16.661,15.450,16.712,16.908,16.288,17.628,18.195,16.693,17.099,16.364,16.989,16.779,16.774,18.177,16.522,17.313,16.369,17.611,18.610,17.557,16.919,16.697,17.507,16.095,17.039,17.890,16.396,17.342,16.510,17.292,16.762,16.872,16.559,17.296,17.599,16.650,17.460,16.342,17.651,17.298,17.598,18.191,17.588,18.401,17.298,17.024,17.833,17.644,18.025,18.057,17.285,16.817,16.347,16.806,16.894,16.546
PI(16:0/20:3)_A,17.794,17.379,18.275,17.459,17.904,18.702,18.631,17.665,18.287,17.195,17.663,18.603,17.861,17.455,18.033,18.591,18.147,17.449,18.487,17.762,17.834,18.315,18.225,17.554,17.941,19.240,18.193,18.131,17.805,17.759,17.459,17.850,15.177,18.563,18.605,17.428,17.842,18.279,18.399,17.542,15.263,17.328,18.217,17.778,18.011,17.150,17.792,17.097,18.061,19.319,18.062,18.970,17.577,19.102,16.198,16.288,18.424,18.089,18.231,17.457,18.592,17.696,17.258,17.896,17.926,18.887,17.328,18.967,16.348,17.559,17.694,16.586,18.839,17.005,19.112,18.823,17.814,17.879,18.423,18.797,17.617,17.213,17.680,16.842,17.204,16.671,16.990
PI(16:0/20:3)_B,15.602,14.342,15.139,16.342,14.778,16.770,16.132,16.569,16.028,14.654,16.127,16.908,15.627,16.582,17.020,16.518,16.478,14.629,14.789,14.975,18.326,17.325,18.564,15.129,15.485,17.049,14.988,14.079,15.694,16.097,14.341,15.833,13.329,16.090,16.492,16.210,14.469,15.013,16.053,17.802,12.356,15.600,14.187,15.906,14.466,16.046,14.881,16.422,14.309,13.903,14.179,16.672,16.745,17.092,13.549,14.869,14.270,16.559,15.395,14.806,14.824,17.651,17.096,14.398,14.621,15.056,14.230,15.735,14.078,14.419,15.218,14.205,15.196,13.876,14.050,17.301,15.292,14.235,15.922,14.391,13.934,15.895,15.134,15.896,14.478,14.720,15.428
PI(16:0/20:4),19.718,19.830,20.829,19.945,20.114,20.897,20.311,21.642,20.929,19.931,20.590,21.314,19.282,21.095,21.071,20.684,20.603,19.565,20.607,19.916,21.018,20.732,20.880,19.359,19.344,21.236,20.654,20.027,19.590,20.520,20.103,20.542,18.430,19.371,19.583,19.232,20.397,20.306,19.416,20.361,17.979,20.655,19.729,19.588,20.304,19.677,20.407,20.433,20.051,20.251,20.178,20.476,20.906,21.042,18.506,19.300,20.087,20.995,19.961,19.932,19.986,20.120,20.601,19.339,20.669,19.717,19.966,19.649,19.471,19.837,20.331,20.343,20.545,19.607,20.498,21.045,19.653,20.152,21.142,20.728,20.502,20.534,20.878,20.574,20.253,20.428,20.818
PI(16:0/22:6),15.647,16.444,17.910,16.328,16.271,17.845,18.266,17.404,17.766,18.073,17.589,17.080,17.165,16.023,17.181,18.208,17.752,16.239,16.828,15.291,16.915,16.853,17.645,16.282,17.264,17.609,17.753,17.417,16.525,17.397,15.395,16.680,14.028,17.413,16.869,15.969,17.920,16.992,16.344,16.530,14.812,18.155,17.362,16.465,16.943,16.637,17.950,16.007,16.746,18.561,17.847,17.803,18.305,19.070,15.002,14.683,17.131,17.280,16.987,16.031,16.536,17.735,17.946,17.325,17.780,17.210,17.137,17.096,16.526,16.105,16.806,16.345,17.461,16.299,16.808,17.755,16.244,17.864,17.776,17.865,18.260,17.598,18.560,18.089,17.584,17.927,18.397
PI(16:1/20:4),13.354,13.744,14.682,13.926,13.453,14.470,13.430,15.413,14.553,14.153,14.576,15.401,12.955,14.241,14.328,15.480,13.441,13.464,13.827,13.471,16.096,14.365,16.330,12.761,12.692,14.872,13.850,14.039,13.184,14.193,12.524,14.441,12.540,12.458,13.843,12.423,13.804,14.164,12.599,14.128,11.090,14.633,12.972,13.355,13.279,13.566,13.283,14.336,13.649,12.146,14.353,14.449,15.328,14.135,11.781,12.804,13.116,14.322,13.840,13.185,12.973,14.576,15.217,12.736,14.289,12.693,13.608,13.507,13.817,12.443,14.409,14.405,14.177,12.783,13.606,13.421,13.264,13.537,15.075,14.423,14.971,15.743,15.210,14.612,14.047,14.899,14.921
PI(17:0/20:4),17.086,17.546,17.872,17.315,17.021,18.616,17.936,17.832,17.405,17.001,17.394,17.704,15.394,18.263,18.434,17.845,17.301,16.591,17.374,17.035,17.229,17.497,17.953,17.071,17.604,17.264,17.509,17.625,17.175,17.654,16.686,18.040,15.250,17.040,16.270,16.982,17.195,17.842,16.275,17.865,16.480,17.962,17.276,16.459,17.305,16.035,18.133,17.673,17.849,17.458,17.323,17.161,17.760,17.257,15.654,16.541,17.903,17.666,17.507,16.679,17.346,16.440,17.867,15.898,17.627,16.432,16.474,17.354,15.860,17.620,17.426,17.087,17.965,17.579,17.851,16.552,17.030,16.745,18.087,17.165,17.272,17.041,17.965,17.310,17.119,17.045,17.484
PI(18:0/0:0),17.976,17.793,18.985,17.280,18.687,19.224,19.785,18.874,17.553,16.061,15.594,19.351,18.466,19.359,19.652,18.013,19.043,17.294,18.186,18.742,19.008,18.442,15.319,17.498,17.478,17.917,19.410,17.200,18.378,18.695,17.675,19.216,17.239,18.615,18.507,19.027,17.804,19.354,18.912,19.173,17.318,17.376,18.687,18.865,19.299,18.111,18.655,18.902,17.057,19.705,16.746,16.814,16.712,18.772,18.716,18.658,17.089,16.953,16.233,18.960,17.896,17.995,18.569,17.616,18.703,18.946,18.630,18.255,18.006,19.296,18.935,18.661,16.663,17.513,19.857,19.222,18.883,17.916,16.976,16.607,18.366,18.076,19.007,18.903,18.429,18.718,19.082
PI(18:0/18:1),17.432,18.328,18.181,17.913,18.465,19.317,19.263,16.602,18.890,19.533,20.549,16.828,18.383,17.402,17.267,17.070,18.576,18.628,18.319,16.965,16.912,17.754,19.097,19.293,19.724,17.507,18.445,19.512,17.716,18.709,17.601,18.114,16.744,18.817,18.356,19.199,18.919,20.191,19.291,16.905,18.862,20.904,17.775,18.600,18.073,17.550,18.922,17.168,19.191,20.131,19.177,18.835,18.915,18.853,19.003,18.285,19.474,17.925,19.319,17.102,18.384,18.362,18.839,18.216,18.412,19.743,18.691,18.603,16.768,18.652,18.295,16.605,20.094,20.781,18.561,18.075,17.491,18.790,19.408,19.050,19.862,19.223,19.316,20.051,19.790,20.202,19.772
PI(18:0/18:2),17.790,18.743,19.039,18.798,19.965,19.348,20.226,17.015,18.662,17.897,18.837,17.549,17.604,17.541,18.056,17.466,17.926,18.073,18.333,18.429,17.002,17.663,18.097,18.571,18.891,17.833,18.807,19.648,18.204,18.564,18.085,18.394,16.924,19.119,18.503,18.034,19.077,21.069,19.081,17.170,19.024,18.407,18.451,19.353,20.099,17.686,19.312,17.369,19.224,20.720,19.056,18.566,17.586,18.420,18.827,19.448,19.718,17.878,18.710,18.316,19.285,17.517,17.432,18.790,18.936,19.694,18.434,19.456,17.261,20.322,19.306,18.455,19.649,19.834,20.503,18.087,18.677,19.364,19.433,19.686,19.504,17.851,17.951,17.522,18.395,18.067,17.839
PI(18:0/20:3)_A,20.470,20.032,20.874,20.379,21.510,21.527,21.633,19.527,20.881,20.054,20.659,21.069,21.157,20.212,20.643,20.661,20.849,19.991,21.155,20.421,20.071,20.341,20.282,20.783,21.169,20.688,21.578,21.315,21.313,20.863,19.957,21.131,18.780,22.080,21.705,21.166,20.839,21.541,22.010,20.504,18.930,20.275,21.353,21.218,21.342,19.561,21.136,20.070,20.659,22.558,20.742,21.473,20.133,21.326,20.121,19.796,21.510,20.410,21.045,20.920,21.127,20.585,20.048,20.822,20.834,22.674,20.210,22.295,19.586,21.041,20.864,19.226,21.518,20.590,22.227,20.343,20.887,20.622,21.107,21.462,20.518,20.202,20.412,19.611,20.030,19.683,19.970
PI(18:0/20:3)_B,18.676,17.273,18.327,19.559,18.849,20.409,19.972,19.276,19.142,17.727,19.452,19.985,19.500,20.488,20.523,18.966,20.221,17.783,18.075,18.256,21.087,20.158,21.276,18.664,19.614,19.173,19.004,17.942,19.714,19.913,16.999,20.043,17.051,20.187,20.511,20.631,18.588,19.145,20.509,20.967,16.998,18.855,18.358,19.441,16.726,18.838,18.973,19.376,17.515,18.144,17.089,19.173,19.018,20.022,17.940,18.450,18.103,19.748,18.827,18.427,17.962,21.140,20.872,18.317,18.300,19.894,18.314,20.197,17.922,19.029,18.554,17.336,18.075,17.862,17.896,19.601,18.895,17.575,18.999,17.079,17.129,18.461,17.742,18.877,18.020,17.900,18.666
PI(18:0/20:4),22.311,22.584,23.743,22.816,23.455,24.060,23.347,23.954,23.452,22.783,23.575,23.874,22.574,24.325,23.930,22.832,23.266,22.342,23.359,22.972,23.746,23.080,23.452,22.753,22.695,22.924,23.721,23.332,23.014,23.375,22.491,23.800,22.315,23.035,22.717,22.895,23.351,23.623,22.753,23.385,21.937,23.464,22.964,23.150,23.590,22.254,23.590,23.335,22.789,23.450,23.019,22.705,23.482,23.091,22.326,22.654,23.087,23.537,22.593,23.321,22.581,23.013,23.572,22.934,23.740,23.507,23.246,22.923,22.740,23.606,23.350,23.478,22.999,22.968,23.655,22.831,22.888,22.883,23.560,23.185,23.198,23.260,23.327,22.987,22.991,23.042,23.259
PI(18:0/22:4),18.225,18.402,19.411,18.323,18.470,19.968,20.708,19.092,19.981,18.864,20.129,19.851,18.031,19.956,19.876,18.432,19.265,17.832,18.438,18.309,19.054,18.514,18.707,18.715,20.013,17.396,19.725,19.919,19.033,18.724,17.413,19.463,17.743,18.792,18.656,18.683,19.006,19.692,19.366,17.184,18.648,20.261,19.408,18.403,18.541,18.249,19.562,18.907,18.747,20.285,19.066,18.730,19.221,17.773,18.694,18.588,19.832,18.511,18.675,18.452,18.532,19.488,19.650,18.717,19.218,19.186,18.576,19.917,17.996,19.444,19.517,18.581,19.676,20.223,20.716,19.897,17.665,18.796,19.921,19.585,19.584,19.296,19.674,19.738,19.696,19.793,19.966
PI(18:0/22:5),16.196,15.869,17.040,16.740,15.851,17.878,17.432,17.073,17.704,17.076,18.469,15.659,16.627,17.019,17.095,17.088,16.809,15.923,16.258,14.715,15.636,16.633,17.576,17.480,18.184,14.370,17.280,16.552,17.679,17.088,14.510,16.066,13.995,17.663,17.996,18.257,16.251,16.522,16.204,15.965,14.969,17.270,16.489,16.236,15.997,17.374,18.281,15.299,16.514,17.083,16.579,17.432,16.340,17.673,16.271,15.324,16.832,17.028,16.394,15.917,15.576,15.814,16.634,16.520,17.339,19.109,15.632,17.571,16.574,16.573,17.247,14.623,17.775,16.822,16.793,17.957,16.786,15.941,17.872,16.111,17.088,17.605,16.380,18.071,17.409,18.331,17.702
PI(18:0/22:6),17.447,18.413,19.527,17.850,18.608,19.653,19.792,18.083,19.938,20.107,19.912,18.747,19.013,17.649,18.682,19.298,19.212,18.371,18.289,17.229,18.429,18.618,19.210,19.126,19.602,18.372,19.227,19.487,18.536,19.718,17.415,18.563,16.711,19.475,19.182,18.345,19.738,19.039,18.955,18.114,17.740,20.553,19.343,19.154,18.830,17.921,20.151,18.330,19.145,20.487,20.077,19.400,19.910,19.746,17.561,17.306,19.395,19.347,19.290,17.694,18.302,19.754,20.213,18.915,20.008,19.767,19.211,19.060,18.650,18.014,19.048,18.069,19.881,19.208,19.226,18.430,17.951,20.246,19.599,19.492,20.505,20.216,20.406,20.111,19.747,20.399,20.344
PI(18:1/0:0),15.152,14.774,15.527,15.036,15.722,16.338,16.401,16.203,14.440,12.860,11.855,15.561,15.552,15.794,16.375,14.990,15.496,14.537,14.697,15.179,16.126,14.745,12.315,14.625,14.601,14.935,16.038,14.444,15.390,15.547,14.267,16.311,13.988,14.884,15.613,15.785,14.903,17.823,15.624,16.127,14.650,13.589,15.234,15.707,15.854,16.055,15.697,16.193,14.493,16.473,13.783,12.804,13.193,16.116,15.606,15.781,13.588,12.644,13.846,15.451,14.926,14.813,15.670,14.162,15.375,16.551,15.676,15.255,14.627,15.982,15.479,16.101,13.228,14.240,17.200,15.356,15.433,14.642,12.723,13.015,14.731,15.492,15.621,15.534,14.883,15.187,15.997
PI(18:1/18:1),17.747,16.811,17.340,19.465,17.573,18.401,18.190,16.509,17.533,17.835,19.007,17.058,17.769,17.086,17.470,16.983,18.177,16.686,18.307,16.750,17.636,17.333,18.091,17.609,18.703,17.452,18.312,18.232,17.505,17.951,16.618,17.749,16.492,17.910,18.445,17.703,18.517,19.849,18.412,17.657,16.711,19.114,17.344,17.497,17.327,17.402,17.929,16.668,17.643,18.762,17.521,17.311,17.509,18.734,17.495,16.939,17.795,16.475,17.914,16.579,17.504,17.840,17.590,16.815,17.003,19.288,17.789,18.140,16.046,17.563,17.309,16.286,18.419,18.208,19.218,16.154,19.764,17.537,17.286,17.395,18.601,18.887,17.752,18.596,18.419,18.594,18.392
PI(18:1/18:2),15.624,15.473,16.447,16.699,17.601,16.385,17.399,15.301,15.963,14.962,16.346,15.669,15.635,15.491,15.930,15.759,15.926,15.435,15.480,15.861,15.860,14.976,16.547,15.241,16.556,15.711,16.464,17.093,16.120,16.556,15.067,15.974,14.957,16.282,16.407,15.184,16.944,19.340,16.529,15.228,15.348,15.932,16.096,16.497,18.189,16.031,17.194,15.333,16.841,17.852,16.489,16.116,15.073,16.429,16.135,16.568,17.066,15.238,16.088,15.928,16.952,15.226,14.864,15.857,16.280,17.699,16.291,17.262,14.471,17.678,16.661,16.146,17.148,16.850,19.153,15.501,16.638,16.705,16.177,16.502,17.461,15.890,15.253,14.484,15.363,15.408,15.065
PI(18:1/20:3)_A,17.142,16.437,16.975,17.105,18.034,17.442,18.025,17.019,17.930,16.436,17.577,17.044,17.214,17.034,17.644,17.364,17.179,16.122,17.582,16.858,17.602,17.063,17.394,16.956,17.465,17.730,17.986,18.320,17.797,17.322,16.380,17.679,15.218,18.021,18.807,16.980,17.760,18.878,18.160,17.176,14.996,17.186,17.580,17.429,17.527,16.695,17.565,17.087,17.249,17.877,17.549,18.210,16.745,17.974,16.015,16.358,17.464,16.787,17.878,17.056,17.798,17.123,16.973,16.643,17.151,19.612,16.833,18.919,15.547,17.249,17.172,16.500,18.182,16.844,19.208,15.481,17.910,17.041,17.341,17.359,17.212,17.581,16.660,16.280,16.561,16.041,16.555
PI(18:1/20:3)_B;PI(16:0/22:4),16.847,16.571,18.003,16.946,16.124,17.935,18.339,18.427,17.792,17.227,18.032,18.825,16.079,18.191,18.490,17.547,17.431,16.187,16.626,16.356,18.008,17.038,17.895,16.362,17.298,16.497,17.909,17.730,16.723,16.811,15.378,16.878,15.828,16.327,17.103,16.411,16.869,17.789,17.077,16.535,15.818,18.413,17.085,15.805,15.989,17.214,17.542,17.200,17.056,17.503,17.356,17.286,17.873,16.704,15.817,16.315,17.732,16.770,17.056,15.994,16.964,17.797,17.685,16.699,17.087,16.306,16.485,17.372,15.901,16.510,17.580,16.772,18.278,17.665,18.748,18.812,16.230,16.699,18.156,17.971,17.415,17.542,17.902,17.817,17.657,17.817,17.732
PI(18:1/20:4),19.215,19.183,20.153,19.726,20.342,20.107,20.153,21.332,20.606,19.680,20.494,20.430,18.965,20.599,20.668,19.742,20.102,18.739,19.717,19.079,20.714,19.899,20.705,19.148,19.374,19.902,20.577,20.140,19.813,19.860,18.810,20.362,18.866,19.326,19.809,19.394,20.363,21.180,19.244,20.327,18.064,20.609,19.201,19.527,20.137,19.192,20.210,20.324,19.329,19.815,19.748,19.686,20.216,19.847,18.737,19.438,19.663,19.882,19.807,19.538,19.561,19.731,20.455,18.887,20.215,20.554,19.781,19.776,19.072,19.959,19.994,20.657,20.107,19.480,20.828,19.181,19.829,19.473,20.094,19.761,20.428,20.650,20.456,20.107,19.838,20.112,20.411
PI(18:1/22:6),14.563,14.059,15.336,15.213,15.108,16.110,15.883,15.360,16.016,15.905,16.084,15.200,15.804,14.959,15.240,16.170,16.069,14.039,14.558,13.716,16.244,14.748,16.190,15.276,16.127,14.908,16.263,16.327,15.258,15.798,13.524,15.402,13.363,15.705,15.926,14.739,16.520,16.562,15.116,16.031,13.364,16.605,15.299,15.795,15.462,15.184,16.861,14.867,15.456,16.115,16.364,15.659,16.041,17.168,13.768,14.327,15.469,15.082,15.771,14.676,14.519,15.902,16.254,14.509,15.642,17.063,16.128,15.839,14.657,14.571,14.951,14.794,16.270,15.278,16.204,14.085,15.301,15.966,15.497,15.606,16.832,16.301,16.348,15.849,15.359,16.332,15.918
PI(18:2/20:4),13.914,14.345,14.745,15.060,16.046,14.500,15.089,16.721,15.325,13.867,14.745,14.429,13.228,14.626,15.569,14.906,13.654,13.905,13.838,13.284,17.217,14.789,17.103,13.721,13.716,14.212,15.072,15.187,14.218,14.705,14.040,14.984,12.673,13.328,14.172,11.858,14.719,15.057,13.574,14.128,12.790,14.207,14.111,13.965,16.191,13.834,15.090,15.270,15.500,14.337,15.702,14.953,14.604,13.874,12.947,14.463,14.690,14.985,14.930,14.541,14.955,14.066,14.422,13.852,15.220,14.802,14.292,14.941,14.268,14.845,15.283,16.461,15.202,14.518,15.491,13.046,14.994,15.043,15.605,15.131,16.164,15.261,14.815,13.805,14.037,14.280,14.428
PI(19:0/20:4),14.368,15.548,16.076,15.361,14.674,16.038,15.553,15.159,15.588,15.036,15.461,15.611,13.604,16.679,16.406,14.990,15.112,15.034,14.843,15.251,14.792,15.103,15.701,15.150,15.853,14.668,15.083,15.962,15.569,15.245,14.278,16.449,13.498,15.444,14.906,15.144,15.208,15.670,14.776,15.381,14.862,15.901,15.744,14.951,15.231,13.825,16.198,16.076,15.792,15.774,15.583,14.949,15.557,14.664,14.012,14.698,15.999,15.453,15.183,14.534,15.333,14.350,15.695,14.201,15.631,15.409,14.825,15.644,14.119,15.855,15.438,15.128,15.951,16.340,16.394,14.895,14.860,15.070,16.083,15.108,14.821,14.950,15.372,15.083,15.184,14.734,15.298
PI(20:1/20:4);PI(18:0/22:5),16.361,16.562,17.733,16.697,17.165,17.144,18.850,16.572,17.264,15.990,16.208,18.678,16.609,17.412,17.487,16.358,17.224,16.059,15.877,17.178,17.175,16.139,16.193,16.228,17.544,16.516,17.824,18.055,16.750,16.746,16.065,17.589,16.540,17.250,17.180,16.624,17.630,18.933,18.021,16.359,16.909,16.815,17.407,17.440,16.668,16.082,17.693,16.490,16.557,18.219,16.520,16.310,16.262,16.676,17.088,16.376,18.013,16.566,16.588,16.695,16.608,17.999,17.417,17.174,16.721,17.848,17.384,17.125,15.558,17.345,16.693,17.751,17.098,17.072,19.241,18.484,15.931,16.852,15.818,16.809,17.429,16.777,16.696,15.953,16.714,16.633,16.465
PI(20:3/0:0),15.857,14.427,15.253,15.007,16.090,16.846,17.566,14.451,13.267,11.724,10.469,16.164,16.509,14.864,16.015,15.653,15.924,14.552,15.447,16.420,15.193,14.957,10.398,14.651,14.675,15.140,16.463,14.618,16.179,15.666,15.132,16.258,13.217,17.044,16.521,16.262,14.315,16.917,17.126,16.240,13.954,10.960,16.696,16.593,16.287,15.656,15.647,15.658,14.726,17.731,12.336,13.568,11.589,16.731,16.148,15.685,14.024,12.292,13.276,15.555,15.767,14.490,15.203,14.370,14.926,17.615,15.287,16.928,15.029,16.329,15.894,14.948,12.173,12.221,18.097,15.920,16.475,14.561,11.974,13.183,12.774,13.539,13.021,11.896,12.451,11.609,13.317
PI(20:3/20:4),13.918,14.453,14.193,14.241,15.060,14.921,13.987,14.649,14.850,14.035,14.805,13.878,12.555,14.625,14.950,14.423,13.330,13.450,14.258,12.423,15.137,15.035,14.365,14.031,13.335,13.561,14.652,15.242,14.304,14.088,13.324,14.703,12.203,13.555,14.555,10.788,13.825,14.172,13.824,13.306,12.058,14.583,14.902,12.783,14.276,13.402,13.652,15.289,14.907,12.944,15.293,15.310,15.464,13.439,12.787,13.596,14.191,14.690,15.011,13.931,14.273,13.836,13.989,13.630,14.836,14.322,14.233,14.347,14.340,13.539,14.372,15.904,15.759,14.156,13.534,11.683,13.997,14.083,16.245,15.118,14.911,14.815,15.316,14.312,13.617,13.813,14.856
PI(20:4/0:0),18.159,18.065,19.290,18.193,18.721,19.832,19.625,19.888,16.759,14.635,13.536,19.704,18.253,19.805,19.842,18.007,19.146,17.229,18.220,18.889,19.332,18.341,13.614,16.660,17.074,18.250,19.347,16.933,18.540,18.874,18.215,19.601,17.377,18.292,18.130,19.555,17.636,19.483,18.329,19.691,17.121,15.631,19.067,18.548,19.459,18.581,18.922,19.391,17.237,19.407,14.755,15.480,16.097,19.085,18.703,18.907,15.621,15.853,15.122,18.667,17.759,17.895,19.112,17.920,18.504,18.443,18.877,17.946,18.075,19.490,19.099,19.515,14.104,14.150,20.027,19.406,19.160,16.981,14.997,15.740,16.361,16.822,17.262,16.107,16.148,15.912,17.120
PI(20:4/20:4),14.279,13.520,13.885,14.804,15.494,15.810,14.251,15.698,13.376,13.604,14.655,13.631,12.568,14.351,14.465,14.223,13.875,13.100,14.321,12.239,15.125,14.467,14.687,14.787,12.909,12.430,14.185,15.334,13.913,14.524,12.852,13.365,12.827,12.435,13.523,10.426,14.433,14.181,12.287,14.291,12.211,14.945,13.863,12.104,13.773,12.816,13.045,14.649,15.354,12.366,14.954,14.235,15.838,13.270,13.018,12.981,13.368,14.048,14.614,13.049,14.044,13.371,13.823,12.963,14.167,13.204,14.087,13.240,13.840,14.180,13.824,14.711,14.414,14.923,12.737,13.208,12.801,13.811,15.424,14.905,15.966,15.066,16.874,15.928,14.599,16.181,16.842
PI(20:4/22:6),9.748,11.954,11.659,11.638,11.894,12.591,11.975,12.336,12.883,12.295,13.159,10.375,11.428,11.012,11.655,12.066,11.201,11.284,11.429,NA,11.907,12.721,12.578,12.882,12.953,10.346,11.892,13.082,11.662,12.533,10.638,12.047,9.766,10.854,12.019,NA,12.768,11.298,10.736,11.669,11.316,13.402,12.407,10.912,11.899,10.722,13.658,11.420,13.155,10.058,13.386,12.390,13.705,12.647,NA,10.007,11.842,12.424,13.035,10.604,11.619,11.816,13.520,11.533,12.777,11.636,12.809,11.347,12.898,10.835,11.751,13.105,13.286,13.305,9.619,NA,11.936,13.296,13.431,13.046,14.021,13.443,14.421,13.770,12.604,13.973,14.541
PI(22:6/0:0),13.418,13.697,14.816,13.189,14.202,15.708,15.815,14.038,12.745,13.385,10.781,13.759,15.370,12.891,14.935,15.155,15.214,13.416,13.711,13.291,14.531,14.330,9.975,13.165,13.833,13.556,15.235,13.728,14.131,14.979,13.485,14.850,12.512,14.914,14.686,14.475,14.372,14.970,14.873,14.599,13.505,13.099,14.912,14.744,14.769,13.936,15.477,14.431,13.640,16.719,13.069,12.306,12.687,16.407,14.227,13.072,11.956,11.621,12.330,13.495,13.549,14.737,15.480,14.133,14.945,15.173,15.681,13.929,14.436,14.094,14.993,13.740,11.232,12.012,15.187,15.236,14.166,14.711,12.049,12.795,14.294,14.357,14.507,13.270,13.803,13.749,14.880
